Feature,Importance
hon,0.40269904894347525
government,0.21814220977295315
member,0.1854023412735217
right,0.17800353107250966
house,0.17259978577068902
question,0.14303121695727175
country,0.1412655311775061
think,0.13982257648437432
asked,0.1331492444285228
time,0.1248435865460601
say,0.12478224096760904
gentleman,0.11792487217640428
people,0.11569242656059783
minister,0.11273183560056779
committee,0.10551706213490897
matter,0.10352199723571753
great,0.10084679657543813
make,0.10040137433190208
secretary,0.09800622957324713
state,0.09734476420560077
said,0.09507231060384798
friend,0.09413612373270334
members,0.09167696619653423
case,0.08848166171895225
years,0.08667863515230331
present,0.08580379385960975
point,0.08137891061394321
trade,0.0785436780098784
number,0.07744745919494835
year,0.0768926817898256
day,0.07546839749013547
view,0.07217707384628223
act,0.07164896843179039
regard,0.07036337848338094
know,0.0694538636028672
shall,0.06741612351866634
industry,0.06741345631960324
like,0.06708805803390624
given,0.06617054155620324
way,0.06581580408081225
mr,0.06568777852578393
work,0.06522101868974316
position,0.06500764276469594
order,0.06485294521903671
000,0.06442886056800538
going,0.06371138402003414
british,0.0636953808256556
board,0.06331930575775989
fact,0.06326862897556117
report,0.06138291923795644
local,0.06131623926137919
amendment,0.06073745706468863
general,0.058926428900850425
taken,0.05820628515381609
far,0.05794756684469635
men,0.05661930171127746
certain,0.05570978683076372
hope,0.05552308289634741
come,0.05452021604862552
new,0.054256163341379594
lord,0.05330130607679332
public,0.05301324857797959
want,0.05029803993175383
authorities,0.04962590576785511
deal,0.049100467552426356
possible,0.04899111239083966
noble,0.048148277486903174
good,0.04772952723399802
policy,0.04686802193661991
labour,0.04671599159002377
man,0.04671065719189759
cases,0.04662263962281562
clause,0.04614787818958557
place,0.045670449557292436
ask,0.044846285046797586
money,0.043323314381773115
quite,0.04312327445204136
war,0.042997916096076116
statement,0.04272052739351474
foreign,0.042669850611316035
law,0.04265384741693749
subject,0.04201905403992204
course,0.04181634691112719
information,0.04064011212430444
aware,0.04053342416178083
believe,0.04036539062080615
home,0.03955722930468984
able,0.03930117819463319
ought,0.03911180706115379
consider,0.039066464677081254
necessary,0.03830364574503747
scheme,0.038092937019053356
large,0.03762617718301258
land,0.03659130394653361
answer,0.03658596954840743
kind,0.036401932813054205
cent,0.035905833787319444
second,0.03588716339387781
national,0.03563111228382116
long,0.03496697971711171
understand,0.034580235852963645
power,0.034492218283881666
service,0.03434018793728553
pay,0.03428417675696064
speech,0.03419882638694175
council,0.03412414481317523
conditions,0.034081469628165786
world,0.03396144567032673
figures,0.03394810967501128
thing,0.03391877048531729
sir,0.033908101689064926
india,0.033905434490001836
means,0.03355069701461085
scotland,0.033299980302680374
reason,0.03317728914577823
office,0.03313728115983188
unemployment,0.03286522685539668
concerned,0.032569167759393676
particular,0.032326452644652476
increase,0.03213174711304689
majesty,0.032083737529911276
health,0.03196638077113531
party,0.03181701762360226
cost,0.031670321675132306
action,0.03145961294914818
commission,0.031219565033470068
gallant,0.03103552829811685
coal,0.030896833946836164
department,0.030838155567448178
attention,0.030512757281751183
effect,0.030507422883625002
persons,0.030419405314543027
consideration,0.030374062930470496
months,0.030331387745461052
let,0.03028604536138852
really,0.03027804376419925
use,0.030256706171694528
better,0.030045997445710407
agree,0.029947311080376075
reply,0.029755272747833583
employment,0.029608576799363625
financial,0.029557900017164913
period,0.029336522494928432
words,0.028939109834528
result,0.028210964490304392
air,0.028096274930591518
received,0.028069602939960615
price,0.028026927754951175
making,0.027896235000859755
parliament,0.027864228612102675
duty,0.02757350391422585
little,0.027472150349828424
authority,0.027344124794800098
agreement,0.027066736092238725
paid,0.027040064101607822
debate,0.026917372944705677
measure,0.026877364958759323
working,0.026848025769065333
end,0.02676267539904645
rate,0.026663989033712112
london,0.02662131384870267
respect,0.026567969867440866
problem,0.026517293085242154
chancellor,0.02618389320235589
countries,0.026090541235147733
used,0.025919840495109963
important,0.025882499708226703
small,0.025741138157882926
benefit,0.025477085450637
children,0.02546908385344773
available,0.02531972070591468
section,0.025202363947138717
purpose,0.025133016771498373
opinion,0.025127682373372193
moment,0.024959648832397513
value,0.024946312837082065
week,0.024935644040829704
special,0.024932976841766614
areas,0.02485829526800009
things,0.024799616888612108
opposite,0.02474093850922412
houses,0.024724935314845584
brought,0.02431685385819279
mind,0.02428484746943571
future,0.024204831497543006
wish,0.024124815525650302
circumstances,0.02411681392846103
ago,0.02406880434532541
situation,0.023964783581864893
form,0.02392477559591854
doubt,0.023804751638079484
different,0.023647386893357165
total,0.023546033328959742
private,0.023487354949571757
exchequer,0.023260643029209094
interests,0.023241972635767466
sure,0.02309527668729751
support,0.023060603099477335
insurance,0.023004591919152443
prime,0.022999257521026262
