Feature,Importance
hon,0.300229554032157
government,0.2306300065160151
house,0.20309326673278094
think,0.17611498966166017
question,0.16727014778872923
right,0.15387006141537068
say,0.14271288204255406
noble,0.1387342125584165
country,0.13738182717989328
asked,0.13488836663824108
time,0.13155872138710017
member,0.12968409790481686
war,0.11617533770639844
great,0.1156108375595595
men,0.10832365384582049
matter,0.1078134906115115
lord,0.10620149553978962
committee,0.10611395273626914
friend,0.10566416384921566
case,0.09955427990695892
people,0.09866677700230306
gentleman,0.09675291019430367
present,0.09252972460378134
said,0.09193805600067743
state,0.09181126987144088
make,0.09145204250527064
minister,0.08958345645771287
secretary,0.08527272806367009
act,0.08278530495674342
point,0.07994771063573486
know,0.07758707365804476
amendment,0.07712520990154018
years,0.07661202794986842
members,0.07418497919019726
regard,0.07418196047283449
shall,0.07406121177832349
given,0.07253072207539653
going,0.07167038762700563
trade,0.0709489141773024
order,0.07088250239532135
view,0.07080099702652641
number,0.06988632566560557
way,0.06943653677855208
year,0.06861544565587727
day,0.0671574051696569
work,0.06499600353790996
like,0.06498996610318442
taken,0.06363154328993563
000,0.06351381331278741
far,0.06303685596946894
general,0.06191087439315384
man,0.06132826194213825
fact,0.060887529207173094
board,0.06077281794738764
british,0.06036830982077578
quite,0.059767585065583544
position,0.05844236814332529
clause,0.05835180662244204
certain,0.0577631567367009
hope,0.05727412452393134
lordships,0.05696319663556551
service,0.056513407748512025
come,0.056187386273332314
cases,0.0552213967172443
possible,0.055191209543616546
course,0.05464784041831703
public,0.05412258359719417
local,0.053582233189257436
aware,0.05301471432505572
ireland,0.05216645474611593
place,0.051934013509182246
deal,0.05106160419134025
want,0.04993864133238793
subject,0.04920207429587081
mr,0.04909943790553646
good,0.0484775821288048
report,0.04799156863339801
land,0.047623285115139455
ask,0.04696218601269171
new,0.04616524462891909
money,0.046047514651770864
necessary,0.04595091569616207
law,0.04478569079413089
believe,0.044088367083329846
office,0.04383479482485674
large,0.042959366789651975
labour,0.042726925552718294
answer,0.04209299490653553
ought,0.041960171342573425
home,0.04124473532759573
able,0.040432700357009244
really,0.040230446293703315
power,0.04010667888182953
pay,0.0397474515156593
policy,0.03936407441058687
parliament,0.03929162519388027
houses,0.03925540058552697
second,0.03904409037013271
consider,0.03866071326506028
authorities,0.03817771848701627
kind,0.03754076912347073
ministry,0.03699438128080844
statement,0.03694306308564126
words,0.03662609776254988
thing,0.036429881133969506
lords,0.036327244743635155
reason,0.03623970194011467
understand,0.03590160559548387
information,0.035780856900972866
particular,0.03573557614053124
department,0.03569331409745239
cost,0.03551520977304866
effect,0.034697137367736615
industry,0.03398773878748448
gallant,0.03396358904858227
conditions,0.033559080921970415
moment,0.033272302772506784
opinion,0.0330760861439264
council,0.033027786666122
army,0.032568941626980194
small,0.032568941626980194
cent,0.032088965566298956
consideration,0.03206481582739676
prime,0.031753887939030924
paid,0.03172671948276595
speech,0.03171162589595208
long,0.03164219539660825
rate,0.03151842798473447
officers,0.031234668552633616
scotland,0.031204481379005864
scheme,0.031168256770652564
business,0.031062601662955436
action,0.030941852968444435
attention,0.030914684512179456
concerned,0.030709411731510754
let,0.030703374296785203
india,0.0304981015161165
national,0.02987926445674761
agree,0.02974945961014828
means,0.029625692198274503
learned,0.029553242981567904
better,0.0293600450703503
result,0.02916382844176992
reply,0.02853895394767548
received,0.02842122397052725
use,0.028330662449644002
authority,0.027977472518199317
period,0.027461271849164783
months,0.027452215697076458
purpose,0.027379766480369855
measure,0.027337504437291004
considered,0.027295242394212153
doubt,0.027262036503221627
little,0.027183549851789474
things,0.02717449369970115
circumstances,0.02703865141837627
increase,0.02697223963639522
london,0.02674583583418709
brought,0.026682442769568816
health,0.02660697483549944
wish,0.026522450749341734
desire,0.026356421294389108
important,0.02619039183943648
respect,0.02614812979635763
chancellor,0.026045493406023273
sir,0.0260424746886605
questions,0.025924744711512272
party,0.025800977299638494
private,0.025725509365569117
duty,0.025701359626666916
end,0.025686266039853044
foreign,0.02566815373567639
majesty,0.02557759221479314
called,0.025526274019625962
powers,0.025432693781379936
sure,0.025348169695222234
making,0.025272701761152858
different,0.025248552022250657
notice,0.025182140240269605
referred,0.025145915631916305
date,0.02513082204510243
value,0.025109691023563006
form,0.024895362090805975
persons,0.024822912874099372
force,0.024789706983108846
used,0.02476555724420665
week,0.02466593957123507
prepared,0.02458141548507737
financial,0.024551228311449617
steps,0.024394255008585313
special,0.02420709453209326
county,0.024204075814730483
matters,0.024032008925052306
control,0.023929372534717955
section,0.023823717427020826
military,0.0236697628415193
debate,0.02353995799491997
coal,0.023530901842831645
figures,0.02347958364766447
dealing,0.023455433908762268
